il,ilce,koltuk_tipi,koltuk_sayisi,leke_durumu,fiyat
Ankara,Keçiören,İkili,1,"Evet, zor lekeler var",1205 TL
Ankara,Çankaya,L Köşe,2,"Evet, zor lekeler var",650 TL
Antalya,Kepez,Üçlü,4,"Evet, zor lekeler var",2252 TL
İzmir,Karşıyaka,L Köşe,4,"Hayır, genel temizlik yeterli",641 TL
Bursa,Yıldırım,İkili,2,"Hayır, genel temizlik yeterli",2395 TL
Ankara,Mamak,L Köşe,2,"Evet, zor lekeler var",475 TL
İstanbul,Beşiktaş,U Köşe,4,"Evet, zor lekeler var",2412 TL
İzmir,Bornova,Tekli,5,"Hayır, genel temizlik yeterli",2314 TL
İzmir,Bornova,U Köşe,4,"Hayır, genel temizlik yeterli",889 TL
Antalya,Alanya,İkili,6,"Hayır, genel temizlik yeterli",2268 TL
Antalya,Muratpaşa,L Köşe,1,"Hayır, genel temizlik yeterli",2451 TL
İstanbul,Üsküdar,L Köşe,6,"Hayır, genel temizlik yeterli",307 TL
Antalya,Alanya,L Köşe,5,"Hayır, genel temizlik yeterli",1679 TL
İstanbul,Bakırköy,L Köşe,2,"Evet, zor lekeler var",2212 TL
İzmir,Karşıyaka,U Köşe,6,"Hayır, genel temizlik yeterli",2476 TL
İstanbul,Bakırköy,L Köşe,6,"Evet, zor lekeler var",2321 TL
İzmir,Buca,Üçlü,4,"Evet, zor lekeler var",1908 TL
İstanbul,Beşiktaş,Tekli,2,"Hayır, genel temizlik yeterli",708 TL
Bursa,Yıldırım,İkili,5,"Hayır, genel temizlik yeterli",1864 TL
Ankara,Çankaya,İkili,2,"Evet, zor lekeler var",1015 TL
İzmir,Karşıyaka,İkili,1,"Evet, zor lekeler var",2401 TL
İzmir,Buca,U Köşe,3,"Hayır, genel temizlik yeterli",927 TL
İzmir,Karşıyaka,U Köşe,2,"Hayır, genel temizlik yeterli",452 TL
Antalya,Kepez,L Köşe,2,"Evet, zor lekeler var",1885 TL
İzmir,Bornova,Tekli,6,"Hayır, genel temizlik yeterli",500 TL
Bursa,Osmangazi,İkili,1,"Evet, zor lekeler var",1055 TL
Antalya,Kepez,İkili,6,"Hayır, genel temizlik yeterli",1132 TL
Antalya,Muratpaşa,L Köşe,1,"Hayır, genel temizlik yeterli",1287 TL
İzmir,Bornova,İkili,6,"Evet, zor lekeler var",1037 TL
İstanbul,Üsküdar,Tekli,6,"Evet, zor lekeler var",1739 TL
Antalya,Alanya,İkili,2,"Evet, zor lekeler var",668 TL
İstanbul,Beşiktaş,L Köşe,4,"Hayır, genel temizlik yeterli",1044 TL
İzmir,Bornova,İkili,3,"Hayır, genel temizlik yeterli",916 TL
Ankara,Çankaya,U Köşe,4,"Hayır, genel temizlik yeterli",779 TL
İstanbul,Üsküdar,Tekli,5,"Evet, zor lekeler var",1016 TL
Antalya,Muratpaşa,Tekli,6,"Evet, zor lekeler var",1376 TL
Antalya,Muratpaşa,İkili,6,"Evet, zor lekeler var",2367 TL
Antalya,Kepez,U Köşe,3,"Hayır, genel temizlik yeterli",1251 TL
Bursa,Nilüfer,U Köşe,4,"Hayır, genel temizlik yeterli",1113 TL
İstanbul,Beşiktaş,İkili,1,"Hayır, genel temizlik yeterli",1536 TL
Bursa,Nilüfer,U Köşe,3,"Evet, zor lekeler var",2194 TL
İzmir,Buca,İkili,2,"Evet, zor lekeler var",930 TL
İstanbul,Üsküdar,Tekli,1,"Evet, zor lekeler var",808 TL
İzmir,Bornova,Üçlü,4,"Evet, zor lekeler var",1236 TL
Antalya,Alanya,Üçlü,4,"Evet, zor lekeler var",357 TL
İzmir,Bornova,İkili,1,"Hayır, genel temizlik yeterli",2416 TL
Bursa,Yıldırım,L Köşe,4,"Hayır, genel temizlik yeterli",1956 TL
Antalya,Muratpaşa,Tekli,1,"Hayır, genel temizlik yeterli",1788 TL
Antalya,Muratpaşa,Üçlü,3,"Evet, zor lekeler var",1276 TL
Ankara,Mamak,L Köşe,6,"Evet, zor lekeler var",1998 TL
Ankara,Çankaya,İkili,2,"Evet, zor lekeler var",1370 TL
Antalya,Muratpaşa,Tekli,4,"Hayır, genel temizlik yeterli",782 TL
İstanbul,Bakırköy,Tekli,5,"Evet, zor lekeler var",2489 TL
İstanbul,Bakırköy,Üçlü,4,"Evet, zor lekeler var",2356 TL
İstanbul,Kadıköy,Üçlü,6,"Evet, zor lekeler var",1049 TL
Bursa,Yıldırım,L Köşe,4,"Hayır, genel temizlik yeterli",453 TL
İstanbul,Beşiktaş,İkili,6,"Evet, zor lekeler var",1589 TL
Ankara,Keçiören,Üçlü,1,"Hayır, genel temizlik yeterli",1432 TL
Ankara,Mamak,Tekli,1,"Hayır, genel temizlik yeterli",1543 TL
Antalya,Muratpaşa,U Köşe,4,"Hayır, genel temizlik yeterli",1092 TL
Antalya,Muratpaşa,L Köşe,5,"Evet, zor lekeler var",1105 TL
İstanbul,Üsküdar,U Köşe,3,"Evet, zor lekeler var",522 TL
Bursa,Yıldırım,L Köşe,2,"Evet, zor lekeler var",650 TL
Bursa,Nilüfer,L Köşe,6,"Evet, zor lekeler var",758 TL
İzmir,Bornova,İkili,4,"Hayır, genel temizlik yeterli",1749 TL
Ankara,Mamak,U Köşe,5,"Hayır, genel temizlik yeterli",1442 TL
Ankara,Etimesgut,Üçlü,1,"Hayır, genel temizlik yeterli",418 TL
Ankara,Etimesgut,Üçlü,4,"Evet, zor lekeler var",941 TL
Ankara,Keçiören,Tekli,5,"Evet, zor lekeler var",1033 TL
İstanbul,Kadıköy,Üçlü,2,"Evet, zor lekeler var",2278 TL
İstanbul,Bakırköy,Üçlü,1,"Evet, zor lekeler var",1125 TL
İstanbul,Üsküdar,Tekli,5,"Evet, zor lekeler var",2405 TL
Ankara,Etimesgut,İkili,2,"Evet, zor lekeler var",2070 TL
Ankara,Etimesgut,U Köşe,4,"Hayır, genel temizlik yeterli",500 TL
İstanbul,Üsküdar,U Köşe,3,"Hayır, genel temizlik yeterli",317 TL
Bursa,Yıldırım,L Köşe,6,"Evet, zor lekeler var",1552 TL
Antalya,Kepez,L Köşe,5,"Hayır, genel temizlik yeterli",1436 TL
Ankara,Keçiören,Üçlü,4,"Evet, zor lekeler var",1099 TL
Ankara,Etimesgut,Tekli,1,"Hayır, genel temizlik yeterli",2115 TL
Ankara,Çankaya,İkili,5,"Hayır, genel temizlik yeterli",1467 TL
Ankara,Keçiören,U Köşe,5,"Hayır, genel temizlik yeterli",357 TL
Bursa,Osmangazi,Üçlü,1,"Evet, zor lekeler var",418 TL
Antalya,Muratpaşa,İkili,3,"Hayır, genel temizlik yeterli",2020 TL
Ankara,Keçiören,L Köşe,6,"Evet, zor lekeler var",790 TL
Bursa,Nilüfer,L Köşe,5,"Evet, zor lekeler var",2173 TL
İzmir,Konak,L Köşe,3,"Evet, zor lekeler var",2416 TL
Bursa,Nilüfer,Üçlü,5,"Evet, zor lekeler var",1273 TL
Antalya,Kepez,Tekli,4,"Hayır, genel temizlik yeterli",708 TL
Antalya,Kepez,İkili,5,"Evet, zor lekeler var",1132 TL
İzmir,Bornova,İkili,5,"Hayır, genel temizlik yeterli",933 TL
İstanbul,Kadıköy,İkili,2,"Evet, zor lekeler var",2486 TL
Antalya,Kepez,Üçlü,5,"Evet, zor lekeler var",360 TL
İzmir,Karşıyaka,Tekli,4,"Evet, zor lekeler var",1165 TL
İstanbul,Beşiktaş,Tekli,1,"Evet, zor lekeler var",2111 TL
İstanbul,Kadıköy,L Köşe,4,"Hayır, genel temizlik yeterli",2108 TL
Antalya,Kepez,Üçlü,4,"Evet, zor lekeler var",993 TL
İzmir,Buca,L Köşe,1,"Evet, zor lekeler var",784 TL
Antalya,Muratpaşa,İkili,5,"Evet, zor lekeler var",2375 TL
İstanbul,Üsküdar,L Köşe,1,"Evet, zor lekeler var",1658 TL
Antalya,Alanya,Üçlü,1,"Hayır, genel temizlik yeterli",1308 TL
Antalya,Kepez,L Köşe,4,"Hayır, genel temizlik yeterli",1617 TL
Antalya,Muratpaşa,U Köşe,3,"Evet, zor lekeler var",703 TL
Ankara,Mamak,L Köşe,1,"Evet, zor lekeler var",2480 TL
İzmir,Bornova,Tekli,6,"Hayır, genel temizlik yeterli",1686 TL
Ankara,Mamak,Tekli,3,"Hayır, genel temizlik yeterli",2288 TL
Antalya,Alanya,U Köşe,5,"Hayır, genel temizlik yeterli",1593 TL
Ankara,Çankaya,L Köşe,6,"Evet, zor lekeler var",2421 TL
Bursa,Nilüfer,Üçlü,3,"Evet, zor lekeler var",1698 TL
Antalya,Muratpaşa,L Köşe,1,"Evet, zor lekeler var",1093 TL
İzmir,Buca,Tekli,5,"Evet, zor lekeler var",1386 TL
İzmir,Karşıyaka,Tekli,5,"Evet, zor lekeler var",2263 TL
İzmir,Konak,Tekli,5,"Hayır, genel temizlik yeterli",1058 TL
İzmir,Konak,U Köşe,2,"Hayır, genel temizlik yeterli",2363 TL
İzmir,Buca,İkili,6,"Evet, zor lekeler var",2450 TL
Bursa,Osmangazi,U Köşe,4,"Hayır, genel temizlik yeterli",424 TL
Antalya,Kepez,Üçlü,1,"Hayır, genel temizlik yeterli",790 TL
İstanbul,Üsküdar,L Köşe,1,"Evet, zor lekeler var",1732 TL
Antalya,Alanya,Üçlü,3,"Evet, zor lekeler var",2257 TL
Ankara,Çankaya,L Köşe,1,"Evet, zor lekeler var",342 TL
Bursa,Osmangazi,U Köşe,3,"Hayır, genel temizlik yeterli",1686 TL
İzmir,Konak,Üçlü,5,"Evet, zor lekeler var",849 TL
İzmir,Karşıyaka,U Köşe,1,"Evet, zor lekeler var",1289 TL
İzmir,Konak,L Köşe,1,"Hayır, genel temizlik yeterli",2146 TL
Ankara,Çankaya,Tekli,1,"Hayır, genel temizlik yeterli",708 TL
İzmir,Konak,Üçlü,2,"Hayır, genel temizlik yeterli",2223 TL
Bursa,Osmangazi,L Köşe,4,"Evet, zor lekeler var",838 TL
Antalya,Muratpaşa,U Köşe,3,"Evet, zor lekeler var",1652 TL
İzmir,Buca,Tekli,2,"Evet, zor lekeler var",1155 TL
Antalya,Muratpaşa,Tekli,4,"Hayır, genel temizlik yeterli",1998 TL
İzmir,Karşıyaka,L Köşe,5,"Hayır, genel temizlik yeterli",2411 TL
İstanbul,Üsküdar,L Köşe,4,"Hayır, genel temizlik yeterli",806 TL
Antalya,Muratpaşa,Tekli,3,"Evet, zor lekeler var",1109 TL
İzmir,Konak,L Köşe,3,"Evet, zor lekeler var",932 TL
Bursa,Yıldırım,Tekli,2,"Hayır, genel temizlik yeterli",2122 TL
İzmir,Karşıyaka,U Köşe,5,"Evet, zor lekeler var",335 TL
İstanbul,Beşiktaş,İkili,1,"Evet, zor lekeler var",986 TL
İstanbul,Beşiktaş,Tekli,1,"Evet, zor lekeler var",566 TL
İzmir,Buca,U Köşe,5,"Hayır, genel temizlik yeterli",458 TL
Ankara,Mamak,Tekli,4,"Hayır, genel temizlik yeterli",2354 TL
Antalya,Alanya,L Köşe,1,"Evet, zor lekeler var",1778 TL
Bursa,Yıldırım,U Köşe,1,"Evet, zor lekeler var",1532 TL
İstanbul,Üsküdar,İkili,3,"Evet, zor lekeler var",1677 TL
İzmir,Bornova,Üçlü,3,"Evet, zor lekeler var",434 TL
Antalya,Muratpaşa,Üçlü,3,"Evet, zor lekeler var",2282 TL
Antalya,Muratpaşa,U Köşe,1,"Evet, zor lekeler var",426 TL
Bursa,Osmangazi,Üçlü,3,"Hayır, genel temizlik yeterli",2355 TL
İzmir,Buca,L Köşe,5,"Hayır, genel temizlik yeterli",731 TL
Antalya,Kepez,Üçlü,6,"Evet, zor lekeler var",437 TL
İzmir,Buca,İkili,4,"Hayır, genel temizlik yeterli",1393 TL
İzmir,Buca,U Köşe,1,"Evet, zor lekeler var",804 TL
İstanbul,Üsküdar,Üçlü,4,"Evet, zor lekeler var",1207 TL
Ankara,Çankaya,U Köşe,2,"Evet, zor lekeler var",1890 TL
Bursa,Yıldırım,Üçlü,5,"Evet, zor lekeler var",568 TL
Bursa,Nilüfer,İkili,2,"Hayır, genel temizlik yeterli",1493 TL
İstanbul,Bakırköy,U Köşe,2,"Hayır, genel temizlik yeterli",2417 TL
Ankara,Mamak,İkili,2,"Evet, zor lekeler var",1517 TL
İzmir,Konak,L Köşe,1,"Evet, zor lekeler var",1847 TL
İstanbul,Bakırköy,L Köşe,3,"Hayır, genel temizlik yeterli",1808 TL
Antalya,Alanya,Tekli,2,"Hayır, genel temizlik yeterli",2413 TL
Antalya,Kepez,Tekli,2,"Evet, zor lekeler var",769 TL
Ankara,Etimesgut,L Köşe,6,"Hayır, genel temizlik yeterli",1502 TL
İzmir,Buca,Üçlü,5,"Hayır, genel temizlik yeterli",497 TL
Ankara,Etimesgut,L Köşe,4,"Evet, zor lekeler var",1276 TL
İzmir,Buca,U Köşe,3,"Evet, zor lekeler var",957 TL
Ankara,Etimesgut,İkili,4,"Hayır, genel temizlik yeterli",452 TL
Antalya,Alanya,Tekli,4,"Hayır, genel temizlik yeterli",2165 TL
İzmir,Buca,Tekli,6,"Evet, zor lekeler var",1139 TL
Bursa,Yıldırım,L Köşe,1,"Evet, zor lekeler var",1469 TL
Ankara,Etimesgut,Tekli,1,"Evet, zor lekeler var",1688 TL
İzmir,Buca,Üçlü,5,"Evet, zor lekeler var",983 TL
Bursa,Osmangazi,L Köşe,5,"Evet, zor lekeler var",817 TL
Antalya,Alanya,Üçlü,5,"Hayır, genel temizlik yeterli",1315 TL
Bursa,Yıldırım,Tekli,1,"Hayır, genel temizlik yeterli",1548 TL
Bursa,Yıldırım,Tekli,4,"Hayır, genel temizlik yeterli",1009 TL
Ankara,Etimesgut,U Köşe,5,"Evet, zor lekeler var",986 TL
Antalya,Muratpaşa,U Köşe,1,"Hayır, genel temizlik yeterli",1958 TL
Ankara,Etimesgut,L Köşe,2,"Hayır, genel temizlik yeterli",1399 TL
İzmir,Karşıyaka,L Köşe,4,"Hayır, genel temizlik yeterli",2210 TL
İstanbul,Üsküdar,Tekli,1,"Evet, zor lekeler var",467 TL
İzmir,Buca,Üçlü,6,"Evet, zor lekeler var",1576 TL
İstanbul,Kadıköy,İkili,6,"Evet, zor lekeler var",1034 TL
Antalya,Kepez,L Köşe,5,"Hayır, genel temizlik yeterli",1688 TL
İstanbul,Kadıköy,Tekli,3,"Hayır, genel temizlik yeterli",450 TL
İstanbul,Kadıköy,Üçlü,2,"Hayır, genel temizlik yeterli",1079 TL
Ankara,Etimesgut,U Köşe,3,"Evet, zor lekeler var",2046 TL
İstanbul,Bakırköy,Tekli,6,"Hayır, genel temizlik yeterli",725 TL
İstanbul,Beşiktaş,Üçlü,6,"Hayır, genel temizlik yeterli",1905 TL
Ankara,Etimesgut,L Köşe,4,"Hayır, genel temizlik yeterli",436 TL
Antalya,Alanya,İkili,6,"Hayır, genel temizlik yeterli",2204 TL
Ankara,Çankaya,Üçlü,1,"Hayır, genel temizlik yeterli",1110 TL
İstanbul,Beşiktaş,Üçlü,5,"Evet, zor lekeler var",2067 TL
Ankara,Keçiören,Tekli,1,"Evet, zor lekeler var",1829 TL
İzmir,Konak,Üçlü,3,"Evet, zor lekeler var",470 TL
İstanbul,Kadıköy,Üçlü,2,"Evet, zor lekeler var",1537 TL
Ankara,Mamak,L Köşe,5,"Hayır, genel temizlik yeterli",821 TL
İstanbul,Üsküdar,L Köşe,5,"Evet, zor lekeler var",2435 TL
Antalya,Alanya,Tekli,4,"Hayır, genel temizlik yeterli",2435 TL
Bursa,Nilüfer,İkili,6,"Hayır, genel temizlik yeterli",1989 TL
İzmir,Bornova,Üçlü,1,"Evet, zor lekeler var",984 TL
Ankara,Keçiören,İkili,4,"Hayır, genel temizlik yeterli",2175 TL
Bursa,Nilüfer,Üçlü,6,"Evet, zor lekeler var",2388 TL
Ankara,Mamak,Üçlü,6,"Evet, zor lekeler var",2105 TL
Ankara,Keçiören,L Köşe,1,"Evet, zor lekeler var",2132 TL
Bursa,Osmangazi,U Köşe,2,"Hayır, genel temizlik yeterli",1105 TL
İzmir,Konak,U Köşe,2,"Hayır, genel temizlik yeterli",1281 TL
İstanbul,Kadıköy,Tekli,5,"Hayır, genel temizlik yeterli",1439 TL
İzmir,Karşıyaka,İkili,4,"Hayır, genel temizlik yeterli",409 TL
İzmir,Bornova,Üçlü,6,"Hayır, genel temizlik yeterli",2328 TL
İzmir,Buca,İkili,3,"Evet, zor lekeler var",1777 TL
İstanbul,Üsküdar,Üçlü,3,"Evet, zor lekeler var",1116 TL
Ankara,Mamak,Üçlü,6,"Hayır, genel temizlik yeterli",873 TL
Bursa,Yıldırım,Tekli,5,"Evet, zor lekeler var",1777 TL
Bursa,Osmangazi,Üçlü,2,"Evet, zor lekeler var",1088 TL
Antalya,Muratpaşa,İkili,2,"Hayır, genel temizlik yeterli",469 TL
İstanbul,Kadıköy,L Köşe,2,"Hayır, genel temizlik yeterli",857 TL
Ankara,Mamak,U Köşe,6,"Evet, zor lekeler var",2289 TL
İstanbul,Beşiktaş,İkili,1,"Evet, zor lekeler var",1905 TL
İstanbul,Üsküdar,Üçlü,2,"Evet, zor lekeler var",404 TL
Ankara,Çankaya,U Köşe,2,"Hayır, genel temizlik yeterli",1930 TL
İzmir,Buca,Tekli,6,"Evet, zor lekeler var",1701 TL
Bursa,Osmangazi,L Köşe,2,"Hayır, genel temizlik yeterli",1076 TL
Ankara,Mamak,Tekli,6,"Evet, zor lekeler var",2031 TL
Ankara,Etimesgut,Tekli,6,"Evet, zor lekeler var",895 TL
İstanbul,Beşiktaş,Tekli,1,"Hayır, genel temizlik yeterli",769 TL
İzmir,Bornova,U Köşe,1,"Hayır, genel temizlik yeterli",1188 TL
Antalya,Kepez,İkili,2,"Evet, zor lekeler var",646 TL
Antalya,Alanya,L Köşe,3,"Evet, zor lekeler var",421 TL
Ankara,Çankaya,Üçlü,2,"Hayır, genel temizlik yeterli",553 TL
İzmir,Bornova,U Köşe,5,"Hayır, genel temizlik yeterli",488 TL
Antalya,Muratpaşa,İkili,2,"Hayır, genel temizlik yeterli",2075 TL
Ankara,Çankaya,İkili,5,"Hayır, genel temizlik yeterli",997 TL
Bursa,Nilüfer,İkili,6,"Hayır, genel temizlik yeterli",798 TL
İzmir,Konak,U Köşe,3,"Evet, zor lekeler var",748 TL
Bursa,Nilüfer,İkili,5,"Evet, zor lekeler var",941 TL
Bursa,Yıldırım,L Köşe,5,"Evet, zor lekeler var",2087 TL
Bursa,Nilüfer,Üçlü,3,"Evet, zor lekeler var",1116 TL
Antalya,Alanya,L Köşe,1,"Hayır, genel temizlik yeterli",702 TL
